Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Sharada,(1957),128,"['Drama', ' Romance', ' Musical']",6.6,101.0,L.V. Prasad,Raj Kapoor,Meena Kumari,Shyama
Sharafat,(1970),120,"['Drama', ' Romance']",7.1,77.0,Asit Sen,Ashok Kumar,Dharmendra,Hema Malini
Sharafat Chhod Di Main Ne,(1976),115,['Drama'],5.8,24.0,Jagdev Bhambri,Feroz Khan,Hema Malini,Neetu Singh
Sharafat Gayi Tel Lene,(2015),108,"['Comedy', ' Drama', ' Mystery']",4.9,273.0,Gurmmeet Singh,Zayed Khan,Tina Desai,Anupam Kher
Sharara,(1984),135,['Action'],6.8,27.0,S.V. Rajendra Singh Babu,Raaj Kumar,Hema Malini,Shatrughan Sinha
Shararat,(1959),135,['Comedy'],6.2,9.0,Harnam Singh Rawail,Kishore Kumar,Meena Kumari,Raaj Kumar
Shararat,(1972),135,['Drama'],6.7,24.0,Manmohan Desai,Biswajit Chatterjee,Mumtaz,Sujit Kumar
Shararat,(2002),155,"['Comedy', ' Drama', ' Romance']",4.6,448.0,Gurudev Bhalla,Abhishek Bachchan,Hrishitaa Bhatt,Amrish Puri
Sharda,(1942),135,"['Drama', ' Family']",5.6,5.0,Abdul Rashid Kardar,Mehtab,Ulhas,Wasti
Sharda,(1981),126,"['Drama', ' Family']",5.5,19.0,Lekh Tandon,Jeetendra,Rameshwari,Sarika
Share Bazaar,(1997),135,['Drama'],4.4,7.0,Manmohan,Manmohan Sabir,Tinnu Anand,Birbal
Shareef Budmaash,(1973),135,"['Action', ' Crime', ' Thriller']",6.8,52.0,Raj Khosla,Dev Anand,Hema Malini,Ajit
Sharmaji Ki Lag Gai,(2019),122,['Comedy'],4.9,251.0,Manoj Sharma,Mugdha Godse,Brijendra Kala,Krishna Abhishek
Sharmeelee,(1971),164,"['Mystery', ' Musical', ' Romance']",7.0,154.0,Samir Ganguly,Shashi Kapoor,Rakhee Gulzar,Nasir Hussain
Shart,(1969),136,"['Mystery', ' Thriller']",6.7,36.0,Kewal Misra,Sanjay Khan,Mumtaz,Kumud Chuggani
Shart,(1954),135,"['Drama', ' Family']",5.8,9.0,Bibhuti Mitra,Deepak,Shyama,I.S. Johar
Shart,(1986),134,"['Drama', ' Mystery', ' Thriller']",6.4,40.0,Ketan Anand,Naseeruddin Shah,Shabana Azmi,Kanwaljit Singh
Shart: The Challenge,(2004),136,"['Drama', ' Romance']",3.5,152.0,Puri Jagannadh,Tusshar Kapoor,Gracy Singh,Amrita Arora
Shastra,(1996),144,"['Action', ' Drama']",4.6,83.0,Sanjay Khanna,Sunil Shetty,Anjali Jathar,Anupam Kher
Shatranj,(1993),135,"['Comedy', ' Drama', ' Romance']",6.3,96.0,Aziz Sejawal,Jackie Shroff,Juhi Chawla,Mithun Chakraborty
Shatranj,(1956),135,"['Drama', ' Family']",6.7,6.0,Gyan Mukherjee,Ashok Kumar,Meena Kumari,Rajendranath Malhotra
Shatranj,(1969),168,"['Thriller', ' Mystery']",6.1,32.0,S.S. Vasan,Rajendra Kumar,Waheeda Rehman,Mehmood
Shatru,(1986),157,"['Action', ' Adventure', ' Crime']",6.9,40.0,Pramod Chakravorty,Rajesh Khanna,Shabana,Ashok Kumar
Shaukeen,(1982),127,['Comedy'],7.2,446.0,Basu Chatterjee,Ashok Kumar,A.K. Hangal,Utpal Dutt
Shaukeen Kaminay,(2016),125,"['Comedy', ' Drama']",6.1,30.0,Anil Chorasiya,Seema Bilong,Sunil Chourasiya,Ankit Gajera
Sheen,(2004),135,"['Action', ' Drama']",6.2,73.0,Ashoke Pandit,Tarun Arora,Sheen,Raj Babbar
Sheesh Mahal,(1950),144,['Drama'],7.4,15.0,Sohrab Modi,Sohrab Modi,Naseem Banu,Pushpa Hans
Sheesha,(1986),113,['Drama'],7.2,53.0,Basu Chatterjee,Mithun Chakraborty,Moon Moon Sen,Vijayendra Ghatge
Sheesha,(2005),135,"['Drama', ' Romance', ' Thriller']",3.4,264.0,Ashu Trikha,Neha Dhupia,Sonu Sood,Vivek Shauq
Sheeshay Ka Ghar,(1984),135,"['Crime', ' Drama', ' Family']",6.0,6.0,Amit Khanna,Ketan Anand,Ila Arun,Raj Babbar
Sheetalbhabi.com,(2011),115,['Comedy'],3.9,34.0,C.M. Jain,Jatin Grewal,Hina Tasleem,Monalisa
Shehar Aur Sapna,(1964),120,['Drama'],6.5,13.0,Khwaja Ahmad Abbas,David Abraham,Anwar Hussain,Manmohan Krishna
Shehnai,(1964),135,"['Musical', ' Romance']",5.7,17.0,S.D. Narang,Biswajit Chatterjee,Rajshree,Nirupa Roy
Shehnai,(1947),133,['Romance'],4.2,5.0,P.L. Santoshi,Rehana,Indumati,Nasir Khan
Shehri Gabru,(2020),62,"['Comedy', ' Crime']",8.5,92.0,Saurabh Gulab Rao,Naman Bhati,Akshay Kaushal,Atul Kaushal
Shehzaade,(1989),135,['Action'],4.7,34.0,Raj N. Sippy,Dharmendra,Shatrughan Sinha,Sameer Khakhar
Shehzada,(1972),135,"['Drama', ' Family']",6.6,47.0,K. Shankar,Rajesh Khanna,Rakhee Gulzar,Veena
Sheikh Chilli,(1956),112,"['Action', ' Adventure', ' Comedy']",5.4,9.0,Ramchandra Thakur,Master Bhagwan,Shyama,Mahipal
Sheitaan,(2017),110,['Horror'],4.0,20.0,Sameer Khan,Iti Acharya,Asif Basra,Nirab Hossain
Sher Dil,(1990),135,"['Action', ' Drama']",4.6,26.0,Jagdish Sidana,Dharmendra,Anita Raj,Rishi Kapoor
Sher Khan,(1998),135,['Action'],5.4,8.0,Ambrish Sangal,Sadashiv Amrapurkar,Ankita,Rita Bhaduri
Sher Shivaji,(1987),135,['History'],6.2,12.0,Ram Narayan Gabale,Parikshit Sahni,Smita Patil,Shreeram Lagoo
Shera,(1999),125,['Action'],5.1,56.0,T.L.V. Prasad,Asrani,Mithun Chakraborty,Pinky Chinoy
Shera Shamshera,(1990),135,"['Action', ' Crime']",4.1,8.0,S.R. Pratap,Raj Babbar,Sonam,Kabir Bedi
Sher-E-Hindustan,(1997),135,['Action'],5.0,44.0,T.L.V. Prasad,Mithun Chakraborty,Sanghavi,Gulshan Grover
Sherni,(1988),135,"['Action', ' Drama']",4.6,45.0,Harmesh Malhotra,Birbal,Jagdeep,Kader Khan
Sheroo,(1957),135,"['Drama', ' Family']",6.8,12.0,Shakti Samanta,Ashok Kumar,Nalini Jaywant,Anoop Kumar
Sheshnaag,(1990),145,"['Action', ' Fantasy', ' Thriller']",4.5,81.0,K.R. Reddy,Jeetendra,Rekha,Rishi Kapoor
Shikaar,(2004),135,"['Action', ' Musical', ' Thriller']",4.9,34.0,Darshan Bagga,Jaz Pandher,Danny Denzongpa,Kanishkaa Kapoor
Shikaar,(2000),135,"['Action', ' Mystery']",3.6,28.0,Bobby Raj,Abhishek Kapoor,Vikas Bhalla,Ayesha Jhulka
Shikar,(1968),139,"['Mystery', ' Thriller']",6.6,111.0,Atma Ram,Asha Parekh,Dharmendra,Sanjeev Kumar
Shikari,(2000),160,"['Crime', ' Drama', ' Thriller']",4.6,431.0,N. Chandra,Govinda,Tabu,Karisma Kapoor
Shikari,(1963),139,"['Action', ' Adventure', ' Horror']",5.7,41.0,Mohammed Hussain,Ajit,Ragini,Helen
Shikari: The Hunter,(1991),162,"['Action', ' Adventure']",5.6,55.0,Latif Faiziyev,Umesh Mehra,Mithun Chakraborty,Naseeruddin Shah
Shikast,(1953),110,['Drama'],7.0,41.0,Ramesh Saigal,Dilip Kumar,Nalini Jaywant,Durga Khote
Shikshaa,(1979),125,"['Drama', ' Family']",5.6,9.0,S. Ramanathan,Raj Kiran,Sushma Verma,Beena Banerjee
Shirdi Ke Sai Baba,(1977),140,"['Biography', ' Drama']",7.0,229.0,Ashok V. Bhushan,Sudhir Dalvi,Manoj Kumar,Rajendra Kumar
Shirdi Sai Baba,(2001),150,"['Drama', ' Mystery']",4.8,178.0,Deepak Balraj Vij,Anand Balraj,Sudhir Dalvi,Dharmendra
Shirin Farhad,(1956),135,"['Adventure', ' Drama', ' Romance']",7.2,30.0,Aspi Irani,Madhubala,Pradeep Kumar,P. Kailash
Shiv Charan,(1982),135,['Fantasy'],6.4,8.0,Anil Kumar,Vinod Mehra,Zarina Wahab,Navin Nischol
Shiv Ram,(1991),135,"['Action', ' Crime', ' Drama']",4.3,24.0,Jagdish A. Sharma,Jeetendra,Aditya Pancholi,Sadashiv Amrapurkar
Shiva,(2006),160,"['Action', ' Crime', ' Drama']",3.9,330.0,Ram Gopal Varma,Mohit Ahlawat,Priyanka Kothari,Vinod Jaywant
Shiva Dada,(1991),135,['Action'],5.8,8.0,K. Raghavendra Rao,Nagarjuna Akkineni,Shanti Priya,Silk Smitha
Shiva Ka Insaaf,(1985),125,"['Action', ' Adventure', ' Fantasy']",4.6,49.0,Raj N. Sippy,Jackie Shroff,Poonam Dhillon,Vinod Mehra
Shiva Shakti,(1988),153,"['Action', ' Crime', ' Drama']",4.7,29.0,Anand,Shatrughan Sinha,Govinda,Anita Raj
Shobhayatra,(2004),100,"['Comedy', ' Drama']",4.2,14.0,Vijay Ghatge,Divya Dutta,Prithvi Sankhala,Vineet Kumar
Shobhna's Seven Nights,(2012),105,"['Drama', ' Romance']",6.2,19.0,Sudipto Chattopadhyay,Lillete Dubey,Bharat Kaul,Anupam Kher
Shodh,(1981),135,['Drama'],6.9,11.0,Biplab Roy Chowdhury,Om Puri,Kanhu Bandhopodhyay,Tapti Bhatachrjee
Shohrat,(1996),135,"['Drama', ' Romance']",6.4,5.0,Sathish Ranjan,Mahesh Anand,Aparajita,Asrani
Shohrat the Trap,(2018),67,['Thriller'],5.2,101.0,Deepak Ramteke,Mayank Agarwal,Avinash Baviskar,Anil Bhavnani
Shola Aur Shabnam,(1961),135,"['Drama', ' Family']",7.3,48.0,Ramesh Saigal,Dhumal,Jeevan Kala,Ruby Mayer
Shola Aur Shabnam,(1992),165,"['Action', ' Comedy', ' Drama']",6.5,932.0,David Dhawan,Govinda,Divya Bharti,Gulshan Grover
Shola Bai,(2002),135,['Action'],2.8,15.0,Kanti Shah,Arun Mathur,Anil Nagrath,Amit Pachori
Shole,(1953),135,['Drama'],7.1,29.0,B.R. Chopra,Ashok Kumar,Bina Rai,Purnima
Shoonya,(2006),100,['Drama'],6.8,31.0,Arindam Mitra,Sohrab Ardeshir,Seema Biswas,Tulip Joshi
Shoorveer,(1988),147,['Drama'],5.0,8.0,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval
Shor,(1972),170,['Drama'],7.2,337.0,Manoj Kumar,Manoj Kumar,Jaya Bachchan,Prem Nath
Shor Se Shuruaat,(2016),125,['Drama'],6.6,145.0,Amira Bhargava,Rahul V. Chittella,Satish Raj Kasireddi,Pratik Kothari
Shorgul,(2016),132,['Drama'],5.7,268.0,Pranav Singh,Jitendra Tiwari,Jimmy Sheirgill,Ashutosh Rana
Shortcut Romeo,(2013),146,"['Action', ' Crime', ' Drama']",2.3,252.0,Susi Ganesan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta
Shortcut Safari,(2016),101,"['Adventure', ' Drama', ' Mystery']",6.4,70.0,Amitabha Singh,Jimmy Sheirgill,Aashi Rawal,Stuti Dwivedi
Shortkut - The Con Is On,(2009),142,"['Comedy', ' Drama']",3.4,884.0,Neeraj Vora,Anil Kapoor,Sanjay Dutt,Akshaye Khanna
Shorts,(2013),95,['Drama'],6.5,444.0,Neeraj Ghaywan,Siddharth Gupt,Rohit Pandey,Anirban Roy
Showbiz,(2007),108,"['Action', ' Drama', ' Music']",3.6,114.0,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala
Shradhanjali,(1981),139,"['Drama', ' Family']",7.3,18.0,Anil Sharma,Rakhee Gulzar,Suresh Oberoi,Deepak Parashar
Shravan Kumar,(1984),135,['Drama'],7.5,8.0,Chandrakant,Chandrima Bhaduri,Abhi Bhattacharya,Bharat Bhushan
Shree,(2013),109,"['Sci-Fi', ' Thriller']",6.3,269.0,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale
Shree Ganesh,(1962),139,"['Adventure', ' Drama', ' Fantasy']",7.5,6.0,S.S. Dharwadkar,Mahipal,Sahira,Indira
Shree Krishnarjun Yuddh,(1971),136,"['Adventure', ' Drama', ' History']",7.0,6.0,Babubhai Mistry,Abhi Bhattacharya,Jayshree Gadkar,Mahipal
Shree Ram Bharat Milan,(1965),135,"['Adventure', ' Family']",7.6,5.0,Manibhai Vyas,Prithviraj Kapoor,Mahipal,Anita Guha
Shreelancer,(2017),93,['Drama'],7.2,92.0,Sandeep Mohan,Arjun Radhakrishnan,Falah Faisal,Chandan Gill
Shreemaan Aashique,(1993),152,"['Comedy', ' Romance']",4.8,135.0,Deepak Anand,Rishi Kapoor,Urmila Matondkar,Bindu
Shreeman Funtoosh,(1965),135,"['Comedy', ' Drama', ' Fantasy']",6.0,26.0,Shantilal Soni,Kishore Kumar,Kumkum,Anoop Kumar
Shri Chaitanya Mahaprabhu,(1954),135,['Biography'],6.8,6.0,Vijay Bhatt,Bharat Bhushan,Durga Khote,Ram Mohan
Shri Datta Darshanam,(1985),143,"['Musical', ' Drama']",8.2,19.0,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ramana Murthi J.V.,Jyotirmayi
Shri Krishna Leela,(1971),135,"['Adventure', ' Comedy', ' Drama']",7.3,19.0,Homi Wadia,Pritam Arjun,Baburaje,Master Baby
Shri Siddhivinayak Mahima,(2007),135,"['Drama', ' Family', ' History']",4.3,7.0,Arun Nalawade,Subodh Bhave,Tushar Dalvi,Milind Jadhav
Shriman Satyawadi,(1960),146,"['Action', ' Crime', ' Drama']",7.0,68.0,S.M. Abbas,Raj Kapoor,Shakila,Mehmood
Shriman Shrimati,(1982),145,"['Comedy', ' Drama', ' Family']",6.4,139.0,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan
Shrimanji,(1968),160,"['Drama', ' Family']",6.6,29.0,Ram Dayal,Kishore Kumar,I.S. Johar,Jeevan
Shrimati Ji,(1952),135,"['Comedy', ' Thriller']",4.1,7.0,I.S. Johar,Nasir Khan,Shyama,I.S. Johar
Shringaar,(2013),126,"['Drama', ' History']",5.0,7.0,Kumaar Aadarsh,Kumaar Aadarsh,Sahil Khan,Khushi Mukherjee
Shubh Kaamna,(1983),138,"['Comedy', ' Drama']",6.3,16.0,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt
Shubh Raatri,(2020),52,['Horror'],4.5,67.0,Pankaz Singh Tanwar,Simran Ahemad,Nemi Chand,Jaya Goswami
Shuddhi,(2017),114,"['Crime', ' Drama', ' Thriller']",7.9,374.0,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada
Shudra the Rising,(2012),135,['History'],6.8,215.0,Sanjiv Jaiswal,Priya Annatram,Habib Azmi,Pravin Baby
Shukranu,(2020),90,['Drama'],6.4,678.0,Bishnu Dev Halder,Divyendu Sharma,Shweta Basu Prasad,Sheetal Thakur
Shukriya: Till Death Do Us Apart,(2004),144,"['Musical', ' Drama', ' Family']",5.1,148.0,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran
Shuruaat Ka Interval,(2014),99,['Drama'],7.2,68.0,Aarti S. Bagdi,Amrit Raj Gupta,Krishan Hooda,Shishir Jha
Shuruaat Ka Twist,(2019),142,['Drama'],6.6,9.0,Heena Dsouza,Avalokita Dutt,Praveen Fernandes,Hanish Kalia
Shuttlecock Boys,(2011),76,"['Comedy', ' Drama']",6.2,111.0,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar
Siddeshwari,(1990),123,['Documentary'],7.5,77.0,Mani Kaul,Mita Vashisht,Muhar Biswas,Ranjana Srivastava
Siddharth,(2013),96,['Drama'],7.3,671.0,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora
Siddharth: The Prisoner,(2009),135,"['Crime', ' Drama', ' Thriller']",6.6,105.0,Pryas Gupta,Rajat Kapoor,Sachin Nayak,Pradip Sagar
Sikandar,(2009),110,"['Crime', ' Drama', ' Mystery']",6.4,262.0,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri
Sikandar E Azam,(1965),135,"['Adventure', ' Drama', ' History']",7.9,35.0,Kedar Kapoor,Prithviraj Kapoor,Dara Singh,Mumtaz
Sikandar Sadak Ka,(1999),144,"['Action', ' Drama']",3.9,12.0,T.L.V. Prasad,Mithun Chakraborty,Manek Bedi,Monica Bedi
Sikka,(1989),180,"['Action', ' Drama']",4.5,35.0,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari
Silence Please... The Dressing Room,(2004),100,['Thriller'],2.9,13.0,Sanjay Srinivas,Tom Alter,Salil Ankola,Sonali Kulkarni
Silence the Court Is in Session,(2015),105,['Drama'],6.2,13.0,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Silsiilay,(2005),134,['Drama'],4.0,696.0,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen
Silsila Hai Pyar Ka,(1999),150,"['Comedy', ' Drama', ' Romance']",2.5,209.0,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani
Silvat,(2018),45,"['Drama', ' Romance']",7.1,168.0,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon
Simhadriya Simha,(2002),157,"['Action', ' Drama']",8.5,66.0,S. Narayan,Vishnuvardhan,Meena,Bhanupriya
Simla Road,(1969),135,"['Action', ' Crime', ' Mystery']",6.0,5.0,Jugal Kishore,Hiralal,Jugal Kishore,Dev Kumar
Sindbad Alibaba and Aladdin,(1965),135,"['Adventure', ' Fantasy', ' Musical']",3.7,7.0,Prem Narayan Arora,Agha,Master Bhagwan,Helen
Sindhustan,(2019),64,"['Documentary', ' Family', ' History']",9.3,36.0,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara
Sindoor,(1987),162,"['Comedy', ' Drama']",5.1,113.0,K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari
Singaar,(1949),135,"['Drama', ' Family']",6.8,9.0,J.K. Nanda,Paidi Jairaj,Suraiya,Madhubala
Singapore,(1960),135,"['Crime', ' Thriller']",6.5,71.0,Shakti Samanta,Shammi Kapoor,Padmini,Maria Menado
Singham,(2019),141,"['Action', ' Drama']",5.5,96.0,Navaniat Singh,Priyanka Arya,Sonam Bajwa,Kartar Cheema
Singhasan,(1986),161,"['Action', ' Adventure', ' Romance']",5.1,14.0,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover
Sins,(2005),138,"['Drama', ' Romance', ' Thriller']",4.2,387.0,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja
Sir,(1993),151,"['Crime', ' Drama', ' Romance']",6.2,336.0,Mahesh Bhatt,Naseeruddin Shah,Pooja Bhatt,Atul Agnihotri
Sirf Romance: Love by Chance,(2007),160,['Romance'],3.4,8.0,Raja Bundela,Zeenat Aman,Raj Babbar,Arun Bakshi
Sirf....: Life Looks Greener on the Other Side,(2008),135,['Drama'],5.8,96.0,Rajatesh Nayyar,Kay Kay Menon,Manisha Koirala,Ranvir Shorey
Siskiyaan,(2005),125,"['Drama', ' Thriller']",5.1,73.0,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood
Sita Swayamvar,(1976),135,"['Adventure', ' Drama', ' Fantasy']",8.2,29.0,Bapu,Ravi Kumar,Jaya Prada,Satyanarayana Kaikala
Sitam,(1982),135,"['Drama', ' Family']",6.0,14.0,Vikas Desai,Aruna Raje,Naseeruddin Shah,Smita Patil
Sitam,(2005),135,['Drama'],2.6,20.0,Partho Ghosh,Kiran Janjani,Tara Sharma,Mallishka
Sitamgar,(1985),135,['Action'],6.7,54.0,Raj N. Sippy,Dharmendra,Parveen Babi,Rishi Kapoor
Sitapur Ki Geeta,(1987),135,"['Action', ' Crime']",5.5,31.0,Shibu Mitra,Rajesh Khanna,Hema Malini,Pran
Sitara,(1980),125,"['Drama', ' Family']",6.5,24.0,Meraj,Mithun Chakraborty,Zarina Wahab,Kanhaiyalal Chaturvedi
Sitaramaraju,(1999),135,"['Action', ' Drama', ' Romance']",5.7,144.0,Y.V.S. Chowdary,Nagarjuna Akkineni,Harikrishna Nandamuri,Sakshi Shivanand
Sitaron Se Aage,(1958),135,"['Drama', ' Musical']",6.1,10.0,Satyen Bose,Ashok Kumar,Rajasulochana,Johnny Walker
Sivappathikaaram,(2006),112,['Action'],5.5,86.0,Karu Pazhaniappan,Upendra Limaye,Mamta Mohandas,Raghuvaran
Six X,(2016),133,['Drama'],6.9,210.0,Chandrakant Singh,Seema Azmi,Shweta Bhardwaj,Hrishitaa Bhatt
Siyaah..,(2012),97,['Horror'],5.3,63.0,Aziz Naser,Habeeb Aidroos,Habib Al Aidroos,Zarine Ali
Siyasat,(1992),135,"['Action', ' Drama']",5.8,5.0,Sukhwant Dhadda,Kumar Gaurav,Kimi Katkar,Shashi Ranjan
Slender Threads,(1973),118,"['Action', ' Drama']",7.1,49.0,Raj Khosla,Vinod Khanna,Moushumi Chatterjee,Kabir Bedi
Smuggler,(1996),135,"['Action', ' Crime']",4.3,19.0,Ajay Kashyap,Dharmendra,Ayub Khan,Eva Grover
Smuggler,(1966),135,"['Action', ' Crime']",6.7,6.0,Aspi Irani,Sheikh Mukhtar,Kumkum,Sanjeev Kumar
Snegithiye,(2000),154,"['Drama', ' Musical', ' Mystery']",6.5,276.0,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu
Sneham Kosam,(1999),169,"['Action', ' Drama']",6.5,270.0,K.S. Ravikumar,Chiranjeevi,Meena,Vijayakumar
Sniffer,(2013),137,"['Adventure', ' Comedy', ' Drama']",5.9,680.0,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee
Snip!,(2000),135,"['Comedy', ' Thriller']",4.7,124.0,Sunhil Sippy,Sohrab Ardeshir,Nikhil Chinappa,Makrand Deshpande
Soch,(2002),145,"['Drama', ' Mystery', ' Thriller']",4.3,86.0,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar
Soch Lo,(2010),135,"['Action', ' Crime', ' Drama']",6.5,86.0,Sartaj Singh Pannu,Barkha Madan,Iris Maity,Nishan Nanaiah
Society Kaam Se Gayi,(2011),135,['Drama'],5.6,12.0,Rahul Dholakia,Seema Biswas,Sonia Gill,Javed Jaffrey
Sohag Raat,(1948),143,"['Drama', ' Romance']",7.2,6.0,Kidar Nath Sharma,Begum Para,Bharat Bhushan,Geeta Bali
Sohni Mahiwal,(1985),142,"['Action', ' Drama', ' Romance']",6.1,263.0,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol
Sohni Mahiwal,(1958),104,"['Musical', ' Romance']",5.9,9.0,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash
Soldier as Thakur Daler Singh,(1969),135,['Action'],6.0,5.0,Pachhi,Ajit Singh Deol,Deepa,Dharmendra
Solva Saal,(1958),135,"['Comedy', ' Romance', ' Thriller']",7.0,140.0,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev
Solva Sawan,(1979),140,['Drama'],6.0,22.0,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda,Madhukar
Some Where in Delhi,(1956),128,"['Comedy', ' Drama', ' Romance']",5.1,9.0,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee
Son of Dracula,(2009),94,"['Fantasy', ' Horror']",5.5,8.0,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen
Son of Hercules,(1964),80,['Action'],2.8,28.0,Sultan,Bipin Gupta,Kamran,Leela Kumari
Son of India,(1962),135,['Drama'],5.8,50.0,Mehboob Khan,Sajid Khan,Kamaljit Singh,Kumkum
Son of Sinbad,(1958),135,['Adventure'],2.3,24.0,Nanabhai Bhatt,Master Bhagwan,Kuldip Kaur,Prem Nath
Sona Spa,(2013),102,"['Drama', ' Mystery', ' Thriller']",3.5,189.0,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani
Sonali Cable,(2014),127,"['Comedy', ' Drama']",5.3,980.0,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal
Sone Ka Dil Lohe Ke Haath,(1978),135,['Action'],6.5,8.0,Naresh Kumar,Sudha Chopra,Rajan Haksar,Nasir Hussain
Sone Ki Chidiya,(1958),171,"['Drama', ' Romance']",6.0,34.0,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan
Sone Ki Lanka,(1992),135,['Action'],5.7,10.0,Ajay Kashyap,Jeetendra,Jaya Prada,Chunky Panday
Sone Pe Suhaaga,(1988),163,"['Action', ' Family']",4.8,90.0,K. Bapaiah,Jeetendra,Dharmendra,Nutan
Sons of Ram,(2012),85,"['Animation', ' Drama', ' Musical']",6.7,77.0,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi
Sooper Se Ooper,(2013),135,['Comedy'],4.3,178.0,Shekhar Ghosh,Tinnu Anand,Mahesh Balraj,Mithilesh Chaturvedi
Soorat Aur Seerat,(1962),135,"['Drama', ' Family']",7.2,14.0,Rajnish Bahl,Dharmendra,Nutan,K.N. Singh
Soorma Bhopali,(1988),153,['Comedy'],5.6,60.0,Jagdeep,Jagdeep,Agha,Amitabh Bachchan
Sorry Daddy,(2015),135,['Action'],4.7,6.0,Vijay Pal,Shamim Khan,Anupam Shukla,Mukesh Tiwari
SOS: Secrets of Sex,(2013),114,['Drama'],5.8,34.0,Kumaar Aadarsh,Kumaar Aadarsh,Gagan Guru,Harman Preet Kaur
Soul of Sand,(2010),99,"['Drama', ' Mystery', ' Thriller']",5.6,82.0,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani
Soundtrack,(2011),132,"['Drama', ' Musical']",7.1,826.0,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan,Mrinalini Sharma
Souryam,(2008),151,"['Action', ' Drama']",5.8,167.0,Siva,Tottempudi Gopichand,Anushka Shetty,Poonam Kaur
Souten,(1983),160,"['Drama', ' Musical', ' Romance']",5.7,196.0,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure
Souten Ki Beti,(1989),136,"['Drama', ' Family']",5.3,55.0,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada
Souten: The Other Woman,(2006),131,['Thriller'],4.7,43.0,Karan Razdan,Mahima Chaudhry,Padmini Kolhapure,Shakti Kapoor
Spandan,(1982),135,['Drama'],6.1,9.0,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar,Amol Palekar
Spark,(2014),134,['Action'],5.9,31.0,V.K. Singh,Rati Agnihotri,Mansha Bahl,Rajniesh Duggall
Speed,(2007),102,"['Action', ' Crime', ' Thriller']",2.9,513.0,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan
Split Wide Open,(1999),103,"['Crime', ' Drama']",6.5,222.0,Dev Benegal,Rahul Bose,Laila Rouass,Shivaji Satam
Spy in Rome,(1968),155,"['Action', ' Comedy', ' Romance']",4.9,8.0,B.K. Adarsh,Dev Kumar,Jaymala Adarsh,K.N. Singh
Sree Rama Anjaneya Yuddham,(1975),166,"['Drama', ' Fantasy']",7.8,29.0,Bapu,N.T. Rama Rao,Janardhana Rao Arja,Saroja Devi B.
Sri Anjaneyam,(2004),174,"['Action', ' Fantasy']",4.6,203.0,Krishna Vamsi,Nithiin,Ananth,Jogi Brothers
Sri Shirdi Saibaba Mahathyam,(1986),135,['Drama'],7.7,83.0,K. Vasu,Vijayachander,Chandramohan,Anjali Devi
